s_index,n_index,z_index,s_mm,n_mm,z_mm,material,tmax_c,t800_down_s,t500_down_s,t8_5_s,valid
0,0,0,-35.027027027027025,-35.60576923076923,-11.6,QT450-10,170.1538808952385,,,,False
0,0,1,-35.027027027027025,-35.60576923076923,-10.8,QT450-10,170.22229764482515,,,,False
0,0,2,-35.027027027027025,-35.60576923076923,-10.0,QT450-10,170.28583191080727,,,,False
0,0,3,-35.027027027027025,-35.60576923076923,-9.2,QT450-10,170.34448325431015,,,,False
0,0,4,-35.027027027027025,-35.60576923076923,-8.4,QT450-10,170.39825097645888,,,,False
0,0,5,-35.027027027027025,-35.60576923076923,-7.6,QT450-10,170.4471342759167,,,,False
0,0,6,-35.027027027027025,-35.60576923076923,-6.8,QT450-10,170.49113231327286,,,,False
0,0,7,-35.027027027027025,-35.60576923076923,-6.0,QT450-10,170.5302442472757,,,,False
0,0,8,-35.027027027027025,-35.60576923076923,-5.199999999999999,QT450-10,170.56446926151807,,,,False
0,0,9,-35.027027027027025,-35.60576923076923,-4.3999999999999995,QT450-10,170.5938065871719,,,,False
0,0,10,-35.027027027027025,-35.60576923076923,-3.5999999999999996,QT450-10,170.61825552337757,,,,False
0,0,11,-35.027027027027025,-35.60576923076923,-2.799999999999999,QT450-10,170.6378154555593,,,,False
0,0,12,-35.027027027027025,-35.60576923076923,-2.0,QT450-10,170.65248587146758,,,,False
0,0,13,-35.027027027027025,-35.60576923076923,-1.1999999999999993,QT450-10,170.66226637460278,,,,False
0,0,14,-35.027027027027025,-35.60576923076923,-0.3999999999999986,QT450-10,170.66715669465574,,,,False
0,0,15,-35.027027027027025,-35.60576923076923,0.40000000000000036,QT450-10,170.66715669465574,,,,False
0,0,16,-35.027027027027025,-35.60576923076923,1.200000000000001,QT450-10,170.66226637460278,,,,False
0,0,17,-35.027027027027025,-35.60576923076923,2.0,QT450-10,170.65248587146758,,,,False
0,0,18,-35.027027027027025,-35.60576923076923,2.8000000000000007,QT450-10,170.6378154555593,,,,False
0,0,19,-35.027027027027025,-35.60576923076923,3.6000000000000014,QT450-10,170.61825552337757,,,,False
0,0,20,-35.027027027027025,-35.60576923076923,4.400000000000002,QT450-10,170.5938065871719,,,,False
0,0,21,-35.027027027027025,-35.60576923076923,5.199999999999999,QT450-10,170.56446926151807,,,,False
0,0,22,-35.027027027027025,-35.60576923076923,6.0,QT450-10,170.5302442472757,,,,False
0,0,23,-35.027027027027025,-35.60576923076923,6.800000000000001,QT450-10,170.49113231327286,,,,False
0,0,24,-35.027027027027025,-35.60576923076923,7.600000000000001,QT450-10,170.4471342759167,,,,False
0,0,25,-35.027027027027025,-35.60576923076923,8.400000000000002,QT450-10,170.39825097645888,,,,False
0,0,26,-35.027027027027025,-35.60576923076923,9.200000000000003,QT450-10,170.34448325431015,,,,False
0,0,27,-35.027027027027025,-35.60576923076923,10.0,QT450-10,170.28583191080727,,,,False
0,0,28,-35.027027027027025,-35.60576923076923,10.8,QT450-10,170.22229764482515,,,,False
